47.6,10.4833333333333
47.615,10.2883333333333
47.63,10.2766666666667
47.645,10.2233333333333
47.66,10.32
47.675,10.15
47.69,10.315
47.705,10.2583333333333
47.72,10.3033333333333
47.735,10.2216666666667
47.75,10.375
47.765,10.2966666666667
47.78,10.2866666666667
47.795,10.2016666666667
47.81,10.53
47.825,10.3516666666667
47.84,10.355
47.855,10.4983333333333
47.87,10.4383333333333
47.885,10.4316666666667
47.9,10.1916666666667
47.915,10.2416666666667
47.93,10.5016666666667
47.945,10.3366666666667
47.96,11.3666666666667
47.975,11.9633333333333
47.99,11.4816666666667
48.005,11.2133333333333
48.02,10.4316666666667
48.035,10.08
48.05,10.15
48.065,10.2633333333333
48.08,10.5316666666667
48.095,10.3933333333333
48.11,10.1516666666667
48.125,10.0583333333333
48.14,10.0633333333333
48.155,10.0916666666667
48.17,10.415
48.185,10.425
48.2,9.91666666666667
