0,1500
0.0002,1000
0.0004,500
0.0006,2500
0.0008,500
0.001,0
0.0012,500
0.0014,0
0.0016,500
0.0018,0
0.002,0
0.0022,500
0.0024,1000
0.0026,0
0.0028,500
0.003,0
0.0032,0
0.0034,500
0.0036,2500
0.0038,0
0.004,500
0.0042,0
0.0044,0
0.0046,500
0.0048,0
0.005,0
0.0052,500
0.0054,0
0.0056,500
0.0058,0
0.006,500
0.0062,1500
0.0064,0
0.0066,500
0.0068,0
0.007,2500
0.0072,0
0.0074,0
0.0076,1000
0.0078,500
0.008,500
0.0082,500
0.0084,1000
0.0086,0
0.0088,500
0.009,500
0.0092,1000
0.0094,1000
0.0096,0
0.0098,0
0.01,0
0.0102,0
0.0104,1000
0.0106,500
0.0108,1000
0.011,0
0.0112,0
0.0114,1000
0.0116,0
0.0118,500
0.012,0
0.0122,500
0.0124,0
0.0126,500
0.0128,500
0.013,0
0.0132,500
0.0134,0
0.0136,500
0.0138,1000
0.014,500
0.0142,500
0.0144,0
0.0146,0
0.0148,2000
0.015,0
0.0152,0
0.0154,1000
0.0156,0
0.0158,500
0.016,500
0.0162,1000
0.0164,500
0.0166,500
0.0168,0
0.017,500
0.0172,500
0.0174,0
0.0176,0
0.0178,500
0.018,500
0.0182,500
0.0184,500
0.0186,500
0.0188,0
0.019,500
0.0192,1000
0.0194,1000
0.0196,1000
0.0198,500
0.02,0
0.0202,0
0.0204,1000
0.0206,500
0.0208,0
0.021,0
0.0212,1000
0.0214,500
0.0216,0
0.0218,0
0.022,1000
0.0222,500
0.0224,500
0.0226,0
0.0228,0
0.023,500
0.0232,0
0.0234,0
0.0236,1000
0.0238,0
0.024,500
0.0242,500
0.0244,1000
0.0246,500
0.0248,500
0.025,0
0.0252,0
0.0254,500
0.0256,500
0.0258,500
0.026,0
0.0262,0
0.0264,0
0.0266,1000
0.0268,500
0.027,0
0.0272,1000
0.0274,1000
0.0276,500
0.0278,0
0.028,2000
0.0282,0
0.0284,500
0.0286,0
0.0288,500
0.029,0
0.0292,500
0.0294,0
0.0296,500
0.0298,500
0.03,1000
0.0302,0
0.0304,500
0.0306,0
0.0308,500
0.031,1000
0.0312,500
0.0314,500
0.0316,1000
0.0318,0
0.032,1000
0.0322,500
0.0324,500
0.0326,1000
0.0328,1000
0.033,0
0.0332,1500
0.0334,1000
0.0336,500
0.0338,500
0.034,1000
0.0342,500
0.0344,1000
0.0346,1500
0.0348,1000
0.035,500
0.0352,1000
0.0354,1500
0.0356,1500
0.0358,0
0.036,1000
0.0362,0
0.0364,500
0.0366,500
0.0368,500
0.037,500
0.0372,1000
0.0374,500
0.0376,0
0.0378,500
0.038,1000
0.0382,500
0.0384,500
0.0386,0
0.0388,1000
0.039,500
0.0392,500
0.0394,500
0.0396,0
0.0398,1000
0.04,0
0.0402,0
0.0404,0
0.0406,500
0.0408,500
0.041,0
0.0412,1000
0.0414,500
0.0416,1000
0.0418,500
0.042,1000
0.0422,1000
0.0424,1500
0.0426,0
0.0428,0
0.043,1000
0.0432,500
0.0434,0
0.0436,0
0.0438,0
0.044,1000
0.0442,500
0.0444,500
0.0446,500
0.0448,0
0.045,2000
0.0452,0
0.0454,500
0.0456,0
0.0458,0
0.046,500
0.0462,0
0.0464,500
0.0466,0
0.0468,500
0.047,0
0.0472,0
0.0474,1000
0.0476,0
0.0478,0
0.048,2000
0.0482,0
0.0484,0
0.0486,0
0.0488,1000
0.049,500
0.0492,0
0.0494,500
0.0496,0
0.0498,500
0.05,0
0.0502,1000
0.0504,0
0.0506,0
0.0508,0
0.051,500
0.0512,1500
0.0514,1000
0.0516,0
0.0518,1000
0.052,0
0.0522,0
0.0524,0
0.0526,0
0.0528,0
0.053,0
0.0532,500
0.0534,1000
0.0536,0
0.0538,2000
0.054,500
0.0542,1500
0.0544,1500
0.0546,0
0.0548,0
0.055,500
0.0552,0
0.0554,0
0.0556,2000
0.0558,500
0.056,1500
0.0562,1000
0.0564,1000
0.0566,1000
0.0568,1000
0.057,500
0.0572,1000
0.0574,0
0.0576,500
0.0578,1500
0.058,1000
0.0582,0
0.0584,500
0.0586,1000
0.0588,500
0.059,500
0.0592,0
0.0594,1000
0.0596,2000
0.0598,1000
0.06,0
0.0602,500
0.0604,0
0.0606,0
0.0608,0
0.061,1000
0.0612,1000
0.0614,500
0.0616,500
0.0618,500
0.062,0
0.0622,500
0.0624,0
0.0626,0
0.0628,500
0.063,500
0.0632,500
0.0634,0
0.0636,500
0.0638,0
0.064,0
0.0642,0
0.0644,0
0.0646,500
0.0648,1000
