43989055,2.86524992975207E-08
43989057,1.72712215823198E-08
43989059,7.94223223899818E-09
43989061,2.56482645847906E-08
43989063,1.3278700448843E-08
43989065,1.96418298182815E-08
43989067,3.49676823242543E-08
43989069,7.43190825639175E-09
43989071,1.48411428989823E-08
43989073,2.84990578522301E-08
43989075,3.28751384644182E-08
43989077,1.06668015346879E-08
43989079,2.68089067079298E-08
43989081,2.04951210372945E-08
43989083,1.58110321797605E-08
43989085,4.14690972750751E-08
43989087,9.19464259902625E-08
43989089,1.24966525822186E-08
43989091,3.65490362554307E-09
43989093,1.8467287211802E-08
43989095,1.70392937417622E-08
43989097,9.22448879674362E-09
43989099,1.65312618530748E-08
43989101,2.76882568941887E-08
43989103,1.76813806948683E-08
