5000,-33.729792
6001,-32.5294336
7002,-31.3182016
8003,-30.110608
9004,-28.8997536
10005,-27.6863712
11006,-26.469944
12007,-25.2574736
13008,-24.04752
14009,-22.8369808
15010,-21.6245296
16011,-20.4108976
17012,-19.2013456
18013,-17.9867904
19014,-16.7732208
20015,-15.5659536
21016,-14.3539104
22017,-13.1439704
23018,-11.9307712
24019,-10.718176
25020,-9.4529664
26021,-8.25013184
27022,-7.03898944
28023,-5.82727616
29024,-4.61467456
30025,-3.40485792
31026,-2.1938736
32027,-0.978602816
33028,0.22818128
34029,1.44057376
35030,2.64715344
36031,3.85794112
37032,5.07032064
38033,6.28150912
39034,7.49052992
40035,8.70274368
41036,9.91588224
42037,11.1269968
43038,12.2711288
44039,13.4701728
45040,14.6777984
46041,15.8862192
47042,17.0927824
48043,18.3046768
49044,19.3914736
50045,20.6030944
51046,21.877856
52047,23.0840944
53048,24.3048688
54049,25.4995504
55050,26.7150592
56051,27.9272064
57052,29.1528736
58053,30.3885792
59054,31.5624736
60055,32.766256
